reaction_id,event_name,sport,event_date,video_title,video_id,video_url,channel_name,channel_id,comment_id,comment_url,comment_text,comment_author,comment_published_at,like_count,reply_count
YT2000001,"Afghanistan vs India (2026 T20I Series, Match 3)",Cricket,,Match Highlights | Afghanistan vs India | Match 03 | T20I Series 2026 | ACB | M9N1J,CJU-fIbr8Vk,https://www.youtube.com/watch?v=CJU-fIbr8Vk,Sports Central by DRM,UC-fzWbU1zavz77kP1gPPdSg,UgyHjG78zOeiWGHuY594AaABAg,https://www.youtube.com/watch?v=CJU-fIbr8Vk&lc=UgyHjG78zOeiWGHuY594AaABAg,Ravi bishnoi On the Fire 🎉,@MdSifatUllah-r3l6o,2026-09-21T00:00:00Z,0,
YT2000002,Carlos Alcaraz vs Jannik Sinner (2026 Monte-Carlo Final),Tennis,,Carlos Alcaraz vs Jannik Sinner FIRST Final of 2026 🔥 | Monte-Carlo 2026 Final Highlights,dQUKOY8D3IE,https://www.youtube.com/watch?v=dQUKOY8D3IE,Tennis TV,UCbcxFkd6B9xUU54InHv4Tig,Ugxv3PudAwY9HjpTjnF4AaABAg,https://www.youtube.com/watch?v=dQUKOY8D3IE&lc=Ugxv3PudAwY9HjpTjnF4AaABAg,Painful seeing Carlita lose,@KevinHenderson-r4v,2026-09-02T00:00:00Z,1,
YT2000003,2026 Australian Grand Prix,Formula 1,2026-03-08,Fans React to the 2026 Australian Grand Prix,uvMholf0zLI,https://www.youtube.com/watch?v=uvMholf0zLI,Kr1s,UCz-llHGeBJB06SA6g-Q_JKA,UgzdOk1B2QB6E9zNoix4AaABAg,https://www.youtube.com/watch?v=uvMholf0zLI&lc=UgzdOk1B2QB6E9zNoix4AaABAg,3:36 aged like milk,@PixelWatchesYoutube,2026-09-09T00:00:00Z,0,
YT2000004,Indiana Fever vs Toronto Tempo (2026 WNBA),Basketball,2026-09-18,"Indiana Fever vs. Toronto Tempo | FULL GAME HIGHLIGHTS | September 18, 2026",3ncxZOQBJBU,https://www.youtube.com/watch?v=3ncxZOQBJBU,WNBA,UCO9a_ryN_l7DIDS-VIt-zmw,UgyNpoPFlPS4sgwJwYR4AaABAg,https://www.youtube.com/watch?v=3ncxZOQBJBU&lc=UgyNpoPFlPS4sgwJwYR4AaABAg,Fever need to fire all the coaching staff starting with Stephanie White and also the General manager,@rogergonzalez7386,2026-09-22T00:00:00Z,0,
YT2000005,2026 European Athletics Championships Day 1,Athletics,,Day One Highlights | Birmingham 2026 European Athletics Championships,HBzZeY_kr_4,https://www.youtube.com/watch?v=HBzZeY_kr_4,European Athletics,UCp21zu_8Hd0w9HULooemRCA,UgyTeQfz0SX7jv1NdN14AaABAg,https://www.youtube.com/watch?v=HBzZeY_kr_4&lc=UgyTeQfz0SX7jv1NdN14AaABAg,jakob running past the finish line like he still had another lap left in him during these birmingham 2026 highlights is actually wild,@LiorettaEastmereMusic,2026-09-17T00:00:00Z,0,
YT2000006,Alex Lanier vs Kunlavut Vitidsarn (2026 BWF World Championships),Badminton,,Alex Lanier vs Kunlavut Vitidsarn | Pressure points and momentum swings,06FN__FMaUc,https://www.youtube.com/watch?v=06FN__FMaUc,BWF TV,UChh-akEbUM8_6ghGVnJd6cQ,Ugz2dT7-ZZI8I35VoSZ4AaABAg,https://www.youtube.com/watch?v=06FN__FMaUc&lc=Ugz2dT7-ZZI8I35VoSZ4AaABAg,2:47 hasil challengging nya kok nggk dinampakkan???,@HK-710,2026-09-12T00:00:00Z,0,
YT2000007,2026 Stanley Cup Final,Hockey,,Best Goals from the 2026 Stanley Cup Final,E4UXPDyRwgQ,https://www.youtube.com/watch?v=E4UXPDyRwgQ,NHL,UCqFMzb-4AUf6WAIbl132QKA,UgzihtpxxO_q_T3q4GJ4AaABAg,https://www.youtube.com/watch?v=E4UXPDyRwgQ&lc=UgzihtpxxO_q_T3q4GJ4AaABAg,Holayyyy 🎉,@JesseBrittain-n5h,2026-06-23T00:00:00Z,0,
YT2000008,Abdullah Mason vs Ornelas (2026 Boxing),Boxing,,Abdullah Mason DROPS Ornelas Repeatedly in Brutal Win,d6A3cVkIKGc,https://www.youtube.com/watch?v=d6A3cVkIKGc,Top Rank Boxing,UCbzRzJNHx7ZLlJML9BjZQVQ,Ugz_wlJZJBWpwybWTm54AaABAg,https://www.youtube.com/watch?v=d6A3cVkIKGc&lc=Ugz_wlJZJBWpwybWTm54AaABAg,☝️💕🙏 Allah be with you bro,@kwameasuo-l8e8y,2026-09-22T13:41:00Z,0,
YT2000009,Amru Magomedov vs Angel Alvarez (2026 PFL New York),MMA,,A DESTRUCTIVE DISPLAY! | Amru Magomedov v Angel Alvarez - Fight Highlights | PFL New York,MazPHXIWMVk,https://www.youtube.com/watch?v=MazPHXIWMVk,PFL MMA,UCPrONRG9hO1f-OrxW-WH-xg,UgzbdZx-wV-FBaEGyKt4AaABAg,https://www.youtube.com/watch?v=MazPHXIWMVk&lc=UgzbdZx-wV-FBaEGyKt4AaABAg,New champ is coming.,@zakirsin,2026-09-10T00:00:00Z,0,
YT2000010,2026 Biltmore Championship,Golf,,PGA Tour Highlights | Final Round | Biltmore Championship | 2026,SwVHCOFT7Wc,https://www.youtube.com/watch?v=SwVHCOFT7Wc,PGA Tour,UCKwGZZMrhNYKzucCtTPY2Nw,Ugww5TMwDTMaUp94wsB4AaABAg,https://www.youtube.com/watch?v=SwVHCOFT7Wc&lc=Ugww5TMwDTMaUp94wsB4AaABAg,"I prefer these ""easier"" courses, so much more movement on the leaderboard",@bm6026,2026-09-22T00:00:00Z,0,
YT2000011,2026 Green Mountain Championship,Disc Golf,,Final Round Highlights | MPO | 2026 Green Mountain Championship,UoebFpL95VE,https://www.youtube.com/watch?v=UoebFpL95VE,Disc Golf Pro Tour,UCw0WzNn6m2Na6ZW7rKqWI3g,UgzFZLoAAqMtyH_DSp94AaABAg,https://www.youtube.com/watch?v=UoebFpL95VE&lc=UgzFZLoAAqMtyH_DSp94AaABAg,Thank God Goose wasn’t there!!!!!,@mikepartridge339,2026-09-22T08:00:00Z,0,
YT2000012,Japan vs USA (2026 Men’s VNL Semifinal),Volleyball,,Japan 🇯🇵 vs. USA 🇺🇸 - Semi Final | Highlights | Men's VNL 2026,Cvj9Q6fYu3s,https://www.youtube.com/watch?v=Cvj9Q6fYu3s,Volleyball World,UCNMg6XDhRZI2QzL4pWOvP_w,UgzqAPav4ikGc5ZBaMJ4AaABAg,https://www.youtube.com/watch?v=Cvj9Q6fYu3s&lc=UgzqAPav4ikGc5ZBaMJ4AaABAg,Haikyuu got me interested in volleyball,@voodoostrings8314,2026-09-20T00:00:00Z,0,
YT2000013,Hurricanes vs Blues (2026 Super Rugby Pacific),Rugby,,HURRICANES v BLUES | Rd 9 Highlights | Super Rugby Pacific 2026,TLq0hc3Oxtg,https://www.youtube.com/watch?v=TLq0hc3Oxtg,Super Rugby Pacific,UCDOGExGCsrrt_RrGDgLuMww,Ugw2vYEsPn4mdGTh01l4AaABAg,https://www.youtube.com/watch?v=TLq0hc3Oxtg&lc=Ugw2vYEsPn4mdGTh01l4AaABAg,Carlos Spencer's son is not ready for this level.. drop him.,@Paul-gj5rn,2026-04-23T00:00:00Z,0,
YT2000014,Barcelona vs Feyenoord (2026 UEFA Champions League),Football,,Barcelona vs. Feyenoord: Extended Highlights | UCL League Phase MD 1 | CBS Sports Golazo,kPdMCaxCNJQ,https://www.youtube.com/watch?v=kPdMCaxCNJQ,CBS Sports Golazo,UCET00YnetHT7tOpu12v8jxg,Ugy554bLlc3d_rBzXYp4AaABAg,https://www.youtube.com/watch?v=kPdMCaxCNJQ&lc=Ugy554bLlc3d_rBzXYp4AaABAg,Who was offside on that feyenord goal?,@DavidGArsenal,2026-09-20T00:00:00Z,0,
YT2000015,"Afghanistan vs India (2026 T20I Series, Match 3)",Cricket,,Full Match Highlights | Afghanistan vs India | Match 03 | T20I Series 2026 | ACB | M9N1J,TapC28fhANQ,https://www.youtube.com/watch?v=TapC28fhANQ,Sports Central by DRM,UC-fzWbU1zavz77kP1gPPdSg,UgyF8fOSccUgnN4ccwx4AaABAg,https://www.youtube.com/watch?v=TapC28fhANQ&lc=UgyF8fOSccUgnN4ccwx4AaABAg,too many runouts! as if the batters have forgotten to play any gap shot!,@md.hazratali6796,2026-09-22T02:00:00Z,0,
YT2000016,Andrey Rublev vs Arthur Fils (2026 Barcelona Final),Tennis,,Andrey Rublev vs Arthur Fils for the Title! 🏆 | Barcelona 2026 Final Highlights,ugTb7lPGgI8,https://www.youtube.com/watch?v=ugTb7lPGgI8,Tennis TV,UCbcxFkd6B9xUU54InHv4Tig,UgxWmrrZIOFwWeXRwaF4AaABAg,https://www.youtube.com/watch?v=ugTb7lPGgI8&lc=UgxWmrrZIOFwWeXRwaF4AaABAg,"fils' forehand torque on clay is just different, fun final to watch",@EstelleRueMusic,2026-08-23T00:00:00Z,2,
YT2000017,2026 Italian Grand Prix,Formula 1,2026-09-06,Fans React to the 2026 Italian Grand Prix,ah1bbvzWhPE,https://www.youtube.com/watch?v=ah1bbvzWhPE,Kr1s,UCz-llHGeBJB06SA6g-Q_JKA,UgwMjgYuKFFQWXUhL6N4AaABAg,https://www.youtube.com/watch?v=ah1bbvzWhPE&lc=UgwMjgYuKFFQWXUhL6N4AaABAg,the one ocon fan pissed his driver was just too mid and had to much of an ego that it lost him his seat 😂,@killerbot5006,2026-09-21T00:00:00Z,0,
YT2000018,Phoenix Mercury vs Dallas Wings (2026 WNBA),Basketball,2026-09-19,"Phoenix Mercury vs. Dallas Wings | FULL GAME HIGHLIGHTS | September 19, 2026",gmTPOM9RMxU,https://www.youtube.com/watch?v=gmTPOM9RMxU,WNBA,UCO9a_ryN_l7DIDS-VIt-zmw,UgwjxIPGhCXHnAfxyr94AaABAg,https://www.youtube.com/watch?v=gmTPOM9RMxU&lc=UgwjxIPGhCXHnAfxyr94AaABAg,Top 8 Teams are going be EPIC!,@MichaelZandi-e3h,2026-09-22T00:00:00Z,0,
YT2000019,2026 European Athletics Championships Day 5,Athletics,,Day Five Highlights | Birmingham 2026 European Athletics Championships,SVDkKeN8kIU,https://www.youtube.com/watch?v=SVDkKeN8kIU,European Athletics,UCp21zu_8Hd0w9HULooemRCA,UgzfH_K5RXXkYOusJIZ4AaABAg,https://www.youtube.com/watch?v=SVDkKeN8kIU&lc=UgzfH_K5RXXkYOusJIZ4AaABAg,"All these European countries with dark skin people citizens winning here, and yet Europe is so ani immigration!! 
I know it is off topic, but you can't help noticing it, and these men and women, they do feel native of where they are from, so I never get the anti feelings for them, we got many in my country, and they do feel like they are HERE, not THERE...",@THEMOSTGODLESS8713GGR,2026-09-11T00:00:00Z,0,
YT2000020,An Se Young vs Akane Yamaguchi (2026 BWF World Championships),Badminton,,An Se Young vs Akane Yamaguchi | A clash of champions,49OglwaWp_Y,https://www.youtube.com/watch?v=49OglwaWp_Y,BWF TV,UChh-akEbUM8_6ghGVnJd6cQ,UgwVFfNuOHLBIlTt-1h4AaABAg,https://www.youtube.com/watch?v=49OglwaWp_Y&lc=UgwVFfNuOHLBIlTt-1h4AaABAg,Two of the most amazing playersbin the world,@RinguKagung,2026-09-09T00:00:00Z,0,
YT2000021,2026 Stanley Cup Final,Hockey,,EVERY GOAL from the 2026 Stanley Cup Final!,mlFpQC2i9Xw,https://www.youtube.com/watch?v=mlFpQC2i9Xw,NHL,UCqFMzb-4AUf6WAIbl132QKA,UgyPNnnmb22whXOvX7F4AaABAg,https://www.youtube.com/watch?v=mlFpQC2i9Xw&lc=UgyPNnnmb22whXOvX7F4AaABAg,"incredible finals man, Vegas never quit and the canes obviously were great",@emilycharles3623,2026-08-23T00:00:00Z,1,
YT2000022,Legendary Boxing Fights Collection,Boxing,,"12 Hours of Legendary Fights | Mayweather, Ali, Inoue & More",4GCNfWec-30,https://www.youtube.com/watch?v=4GCNfWec-30,Top Rank Boxing,UCbzRzJNHx7ZLlJML9BjZQVQ,UgzdxdBYuiZkv9LHM9V4AaABAg,https://www.youtube.com/watch?v=4GCNfWec-30&lc=UgzdxdBYuiZkv9LHM9V4AaABAg,8:28:56 Ramirez must be the worst closer (7:55:29) in history and came very close to throwing it all away (8:27:53) for not closing it in round 2.,@YTIDIOTS-l8i,2026-08-23T00:00:00Z,0,
YT2000023,Justin Clarke vs Abdoulaye Kane (2026 PFL Africa),MMA,,RUTHLESS Heavyweight Fight!! | Justin Clarke v Abdoulaye Kane | Full Fight | PFL Africa 1 2026,rAAW2ORZnwo,https://www.youtube.com/watch?v=rAAW2ORZnwo,PFL MMA,UCPrONRG9hO1f-OrxW-WH-xg,Ugyf2xqawxlCYe6CJ3J4AaABAg,https://www.youtube.com/watch?v=rAAW2ORZnwo&lc=Ugyf2xqawxlCYe6CJ3J4AaABAg,😢non,@AzizManiga-e3d,2026-09-02T00:00:00Z,0,
YT2000024,2026 Biltmore Championship,Golf,,"PGA Tour Highlights: 2026 Biltmore Championship Asheville, Final Round | Golf Channel",rL6FUtWrgjA,https://www.youtube.com/watch?v=rL6FUtWrgjA,Golf Channel,UC5igJFdBQVqg7hXFI7075OQ,UgwggoI5HARkWAaCrUJ4AaABAg,https://www.youtube.com/watch?v=rL6FUtWrgjA&lc=UgwggoI5HARkWAaCrUJ4AaABAg,"Why do the announcers keep calling him Castillio, like Coolio?

It’s just Castillo… pronounced Kha-stee-yo……kind of amazing, really.
Smh lmao",@EBosh1967,2026-09-22T00:00:00Z,0,
YT2000025,2026 Green Mountain Championship,Disc Golf,,Final Round Highlights | MPO | 2026 Green Mountain Championship,UoebFpL95VE,https://www.youtube.com/watch?v=UoebFpL95VE,Disc Golf Pro Tour,UCw0WzNn6m2Na6ZW7rKqWI3g,UgzNkZFPsSHzBDnicaB4AaABAg,https://www.youtube.com/watch?v=UoebFpL95VE&lc=UgzNkZFPsSHzBDnicaB4AaABAg,honestly? lets fuckin go,@glovester,2026-09-22T03:00:00Z,0,
YT2000026,USA vs Poland (2026 Men’s VNL Final),Volleyball,,USA 🇺🇸 vs. Poland 🇵🇱 - Gold Match | Highlights | Men's VNL 2026 - Final,SAjrSUNCQbc,https://www.youtube.com/watch?v=SAjrSUNCQbc,Volleyball World,UCNMg6XDhRZI2QzL4pWOvP_w,UgwIPbQIxnHPR7aD5rZ4AaABAg,https://www.youtube.com/watch?v=SAjrSUNCQbc&lc=UgwIPbQIxnHPR7aD5rZ4AaABAg,"Poland spiker are out of league in volleyball

USA ALSO MATCH IN POWER AND BLOCKING",@yaduyadav---,2026-09-20T00:00:00Z,1,
YT2000027,South Africa vs New Zealand (2026 Rugby Test),Rugby,,SOUTH AFRICA v NEW ZEALAND | 4th Test Highlights | Rugby's Greatest Rivalry 2026,G3s7nFFiRyk,https://www.youtube.com/watch?v=G3s7nFFiRyk,SANZAAR TV,UCvMgypvk0d5P0K3F3bB19Eg,UgwQXwMLlsfApYL6YSd4AaABAg,https://www.youtube.com/watch?v=G3s7nFFiRyk&lc=UgwQXwMLlsfApYL6YSd4AaABAg,Steelers and the Ravens,@grodad,2026-09-22T01:00:00Z,0,
YT2000028,Liverpool vs Atlético Madrid (2026 UEFA Champions League),Football,,Liverpool vs. Atlético Madrid: Extended Highlights | UCL League Phase MD 1 | CBS Sports Golazo,GRp9iiO-I3k,https://www.youtube.com/watch?v=GRp9iiO-I3k,CBS Sports Golazo,UCET00YnetHT7tOpu12v8jxg,Ugxkd2Rlm1aaIsBY4sR4AaABAg,https://www.youtube.com/watch?v=GRp9iiO-I3k&lc=Ugxkd2Rlm1aaIsBY4sR4AaABAg,Diego simone needs to be sacked,@Horse_Milk33,2026-09-14T00:00:00Z,0,
YT2000029,"Afghanistan vs India (2026 T20I Series, Match 2)",Cricket,,Full Match Highlights | Afghanistan vs India | Match 02 | T20I Series 2026 | ACB | M9N1J,svAuradtMZw,https://www.youtube.com/watch?v=svAuradtMZw,Sports Central by DRM,UC-fzWbU1zavz77kP1gPPdSg,UgwMIGGmooma-I0ZDk54AaABAg,https://www.youtube.com/watch?v=svAuradtMZw&lc=UgwMIGGmooma-I0ZDk54AaABAg,"We only have one player like Abishek that is Fakhar Zaman, india have two teams worth of players like Abishek. They mindset and technique is at next level. Our babar just wants to play to end tuk tuk block, that's mindset difference between our Jahal players and theirs.",@PakFan786,2026-09-19T00:00:00Z,0,
YT2000030,Jannik Sinner vs Arthur Fils (2026 Madrid Semifinal),Tennis,,Jannik Sinner vs Arthur Fils For A Place In The Final! | Madrid 2026 Highlights,-7V1paGhbiY,https://www.youtube.com/watch?v=-7V1paGhbiY,Tennis TV,UCbcxFkd6B9xUU54InHv4Tig,UgyMhhEkqF-cf5sGYE14AaABAg,https://www.youtube.com/watch?v=-7V1paGhbiY&lc=UgyMhhEkqF-cf5sGYE14AaABAg,If only Sinner was handsome...cannot look at his face,@susan6200,2026-09-12T00:00:00Z,1,
YT2000031,2026 Chinese Grand Prix,Formula 1,2026-03-15,Fans React to the 2026 Chinese Grand Prix,77NaHUPQZto,https://www.youtube.com/watch?v=77NaHUPQZto,Kr1s,UCz-llHGeBJB06SA6g-Q_JKA,Ugxdtdst3P0TWnGOz614AaABAg,https://www.youtube.com/watch?v=77NaHUPQZto&lc=Ugxdtdst3P0TWnGOz614AaABAg,4:12 aged like milk lmao,@kaiylmatharu,2026-09-14T00:00:00Z,0,
YT2000032,Atlanta Dream vs New York Liberty (2026 WNBA),Basketball,2026-09-21,"Atlanta Dream vs. New York Liberty | FULL GAME HIGHLIGHTS | September 21, 2026",Cazz5y4tbg8,https://www.youtube.com/watch?v=Cazz5y4tbg8,WNBA,UCO9a_ryN_l7DIDS-VIt-zmw,UgzTEr2QQ6yW6BYY2YF4AaABAg,https://www.youtube.com/watch?v=Cazz5y4tbg8&lc=UgzTEr2QQ6yW6BYY2YF4AaABAg,The verdict is in: DeWanna Bonner should resign w the Dream next year no matter what happens this year. Her 17 points and her 3s came in clutch for the Dream. All I want for an early Christmas present is the Dream to play at home vs the Fever in the 1st round of playoffs this year.,@IGvlsphoto,2026-09-22T14:02:00Z,0,
YT2000033,2026 European Athletics Championships Women’s 200m,Athletics,,"EVERY Race Women's 200m European Athletics Championships 2026 | Heats, Semi-Finals & Final",h3DQIN4CRts,https://www.youtube.com/watch?v=h3DQIN4CRts,European Athletics,UCp21zu_8Hd0w9HULooemRCA,UgzKU1Gd-wQlytvjZ2J4AaABAg,https://www.youtube.com/watch?v=h3DQIN4CRts&lc=UgzKU1Gd-wQlytvjZ2J4AaABAg,Amy Hunt is amazing!,@yurydobrin2810,2026-09-22T09:00:00Z,0,
YT2000034,Kim/Seo vs Chia/Soh (2026 BWF World Championships Semifinal),Badminton,,BWF World Championships 2026 | Kim/Seo (KOR) [1] vs Chia/Soh (MAS) [4] | SF,enONl4A9c5I,https://www.youtube.com/watch?v=enONl4A9c5I,BWF TV,UChh-akEbUM8_6ghGVnJd6cQ,UgzY-iBZY1AJp6jOByd4AaABAg,https://www.youtube.com/watch?v=enONl4A9c5I&lc=UgzY-iBZY1AJp6jOByd4AaABAg,3:40 Nice sync,@KhoiTran-ds5rj,2026-09-15T00:00:00Z,0,
YT2000035,Carolina Hurricanes vs Vegas Golden Knights (2026 Stanley Cup Final Game 6),Hockey,2026-06-14,"Hurricanes vs. Golden Knights | NHL Playoff Highlights | Game 6 | June 14, 2026",3jbQ58HKtXA,https://www.youtube.com/watch?v=3jbQ58HKtXA,NHL,UCqFMzb-4AUf6WAIbl132QKA,UgxUAtXHaMK-R_QR0kV4AaABAg,https://www.youtube.com/watch?v=3jbQ58HKtXA&lc=UgxUAtXHaMK-R_QR0kV4AaABAg,"캐롤라이나 축하입니다
한국팬이이에유~😂",@캐롤라이나허리케인스,2026-09-22T11:00:00Z,0,
YT2000036,Teremoana vs Heavyweight Opponent (2026 Matchroom Boxing),Boxing,,Undefeated giant heavyweight Teremoana | Non-Stop KOs | Matchroom Boxing,Q0PKJmMaV_U,https://www.youtube.com/watch?v=Q0PKJmMaV_U,Matchroom Boxing,UC7LReVje9aPB4B6XAsXX8WQ,UgwhdX9Xg_OcP9TGvs94AaABAg,https://www.youtube.com/watch?v=Q0PKJmMaV_U&lc=UgwhdX9Xg_OcP9TGvs94AaABAg,zuffa needs to sign and guide him,@shermin101,2026-09-09T00:00:00Z,0,
YT2000037,2026 PFL Africa: Nigeria,MMA,,2026 PFL Africa: Nigeria | Full Event,uIYQboeQ7do,https://www.youtube.com/watch?v=uIYQboeQ7do,PFL MMA,UCPrONRG9hO1f-OrxW-WH-xg,Ugze6nCa7ECU-GyhAQF4AaABAg,https://www.youtube.com/watch?v=uIYQboeQ7do&lc=Ugze6nCa7ECU-GyhAQF4AaABAg,Rubbish stoppage against Yahuza,@victoropara6573,2026-06-23T00:00:00Z,1,
YT2000038,2026 PURE Insurance Championship,Golf,,PGA Tour Champions Highlights | PURE Insurance | 2026,CDd42l9fDRg,https://www.youtube.com/watch?v=CDd42l9fDRg,PGA Tour Champions,UCA7NPMCfXmvsGeosBkio52Q,Ugw9EnDb4DPc6KSCf5t4AaABAg,https://www.youtube.com/watch?v=CDd42l9fDRg&lc=Ugw9EnDb4DPc6KSCf5t4AaABAg,Alker always in the mix......,@dclate62,2026-09-22T06:00:00Z,0,
YT2000039,2026 Green Mountain Championship,Disc Golf,,Final Round Highlights | MPO | 2026 Green Mountain Championship,UoebFpL95VE,https://www.youtube.com/watch?v=UoebFpL95VE,Disc Golf Pro Tour,UCw0WzNn6m2Na6ZW7rKqWI3g,Ugz6qpOv9wkmwow_VEN4AaABAg,https://www.youtube.com/watch?v=UoebFpL95VE&lc=Ugz6qpOv9wkmwow_VEN4AaABAg,"Amazing moment, great win by Raven - Congrats dude!",@cs2097,2026-09-22T02:00:00Z,0,
YT2000040,Italy vs Denmark (2026 CEV EuroVolley),Volleyball,,Highlights | Italy vs. Denmark | CEV Enel EuroVolley 2026 Men | Eight Finals,JK_IC9hRAMg,https://www.youtube.com/watch?v=JK_IC9hRAMg,European Volleyball,UC8XRC858pOERvclUDb_d7rg,UgyDC6G3t-SzdTc2fhR4AaABAg,https://www.youtube.com/watch?v=JK_IC9hRAMg&lc=UgyDC6G3t-SzdTc2fhR4AaABAg,"Great effort overall by us, failing against what should always be a world-class italy is no shame. Well done, boys!",@peterhaslund,2026-09-22T07:00:00Z,0,
YT2000041,England vs Fiji (2026 Nations Championship),Rugby,,England v Fiji highlights | 2026 Nations Championship,4tewDq2UAtI,https://www.youtube.com/watch?v=4tewDq2UAtI,England Rugby,UCmi7CahP3G3YySOAFOfSnkw,Ugzgl4-6ElUzkWpTb8N4AaABAg,https://www.youtube.com/watch?v=4tewDq2UAtI&lc=Ugzgl4-6ElUzkWpTb8N4AaABAg,Jb😊,@LorenzoPlaatjies-x5r,2026-09-13T00:00:00Z,0,
YT2000042,PSG vs Bayern Munich (2026 UEFA Champions League Semifinal),Football,,PSG vs. Bayern Munich: Extended Highlights | UCL Semifinals - Leg 1 | CBS Sports Golazo,JxzqIzEVQNE,https://www.youtube.com/watch?v=JxzqIzEVQNE,CBS Sports Golazo,UCET00YnetHT7tOpu12v8jxg,UgyXYBip0T5T8whrgL14AaABAg,https://www.youtube.com/watch?v=JxzqIzEVQNE&lc=UgyXYBip0T5T8whrgL14AaABAg,Can anyone tell me who the commentators r ? Can't get enough,@sauce_whippa808,2026-09-21T00:00:00Z,0,
YT2000043,India vs Pakistan (2026 Asia Cup Final),Cricket,,India VS Pakistan Extended Highlights | Asia Cup Final | Channel 9 Sports,GFj5cfzYoEQ,https://www.youtube.com/watch?v=GFj5cfzYoEQ,Channel Nine Sports,UCyDQWHMFMoNVDrdw7Y7jAZQ,UgwEoE5Of0AbwtsJkhV4AaABAg,https://www.youtube.com/watch?v=GFj5cfzYoEQ&lc=UgwEoE5Of0AbwtsJkhV4AaABAg,High lights by bbc😅,@SafiullahIftikhar5,2026-09-18T00:00:00Z,0,
YT2000044,Ben Shelton vs Brandon Nakashima (2026 Montreal Final),Tennis,,Ben Shelton vs Brandon Nakashima Title Battle 🏆 | Montreal 2026 Final Highlights,dvynMKs124E,https://www.youtube.com/watch?v=dvynMKs124E,Tennis TV,UCbcxFkd6B9xUU54InHv4Tig,UgyKTGtyXDgNfLB8fTt4AaABAg,https://www.youtube.com/watch?v=dvynMKs124E&lc=UgyKTGtyXDgNfLB8fTt4AaABAg,The lust in his dad eyes is crazy we can see that he is proud of him,@arcadius003,2026-08-23T00:00:00Z,0,
YT2000045,2026 Dutch Grand Prix,Formula 1,2026-08-23,Fans React to the 2026 Dutch Grand Prix,NyQ_Ukqyj1s,https://www.youtube.com/watch?v=NyQ_Ukqyj1s,Kr1s,UCz-llHGeBJB06SA6g-Q_JKA,UgxhYyzjA4a7uhCiBXN4AaABAg,https://www.youtube.com/watch?v=NyQ_Ukqyj1s&lc=UgxhYyzjA4a7uhCiBXN4AaABAg,"Timestamps

SQ1 - Antonelli Goes Off Track 0:00
SQ1 - Alonso Goes Off Track 1:07
SQ1 - Lawson Ahead of Verstappen 1:31
SQ1 - Verstappen Impedes Hamilton 2:53
SQ2 - Lawson Eliminated in SQ2 3:12
SQ3 - Russell Takes Sprint Pole 5:37
Sprint - Race Start 10:23
Sprint Lap 11 - Inphratic Goes Live 11:26
Sprint Lap 17 - Leclerc Overtakes Norris 11:53
Sprint Lap 24 - Russell Wins 13:02
Q3 - Verstappen Radio About Russell 14:47
Q3 - Norris Takes Provisional Pole 15:26
Q3 - Norris Takes Pole 18:35
Race Start 22:43
Lap 1 - Verstappen DNF 24:55
Lap 2 - Red Flag 26:10
Lap 2 - Verstappen DNF Replay 27:07
Lap 3 - Bortoleto Spin Replay 29:27
Lap 3 - Hulkenberg Avoids Bortoleto 30:10
Lap 4 - Bearman DNF 31:31
Lap 5 - Race Restart 31:58
Lap 5 - Lindblad Drive Through Penalty 34:00
Lap 7 - Colapinto Drive Through Penalty 34:28
Lap 17 - Russell Pits 35:18
Lap 18 - Piastri Pits 36:19
Lap 26 - Hulkenberg Overtakes Gasly and Lindblad 40:14
Lap 28 - Tsunoda Overtakes Gasly 42:06
Lap 34 - Leclerc Overtakes Piastri 43:57
Lap 35 - Hamilton Overtakes Piastri 45:24
Lap 42 - Leclerc Ignores Team Orders 45:54
Lap 43 - Hamilton Radio Rage 46:52
Lap 43 - Leclerc Pits 48:25
Lap 44 - Hamilton Radio Rage 49:36
Lap 53 - Norris Overtakes Antonelli 50:12
Lap 54 - Norris Overtakes Hamilton 51:11
Lap 55 - Ocon DNF 51:44
Lap 56 - Ferrari Double Stack 52:20
Lap 57 - Antonelli Pits 53:14
Lap 58 - Gasly Overtakes Tsunoda 54:06
Lap 58 - Russell Radio 54:25
Lap 65 - Russell Lets Antonelli Past 56:00
Lap 69 - Hamilton vs Russell 59:29
Lap 70 - VSC Deployed 1:00:23
Lap 70 - Sainz Crashes Into Albon Replay 1:01:42
Lap 72 - Russell vs Hamilton vs Leclerc 1:02:41
Lap 72 - Norris Wins 1:03:51",@Kr1s,2026-08-26T00:00:00Z,154,
